y_pred
666.2345
687.8895
692.4144
692.1385
687.0444
624.063
579.4319
681.2435
701.4614
704.7866
703.3531
697.3245
632.7629
587.0335
689.6211
709.4946
712.303
710.3449
703.7992
638.2615
591.8155
694.8932
714.5879
717.1076
714.8502
707.9999
641.8496
594.9516
698.3669
717.96
720.304
717.8617
710.8206
644.2691
597.0747
700.7273
720.2592
722.4906
719.9282
712.7616
645.9385
598.5432
702.3635
721.8563
724.0122
721.3686
714.1165
647.1053
599.5706
703.5092
722.9754
725.0789
722.3787
715.0667
647.9234
600.2908
704.3121
723.7591
725.8253
723.0846
715.73
648.4937
600.792
704.8697
724.3022
726.3414
723.5715
716.1862
648.8847
601.1344
705.2492
724.6703
726.6896
723.8984
716.4908
649.1443
601.3604
705.4979
724.9098
726.9143
724.1075
716.6838
649.307
601.5003
705.65
725.0541
727.0475
724.2293
716.7939
649.3977
601.5764
705.7302
725.1277
727.1127
724.2861
716.8424
649.4349
601.6049
705.7569
725.1485
727.1272
724.2945
716.8449
649.4322
601.5979
705.7437
725.13
727.1039
724.2667
716.8131
649.3996
601.5643
705.7006
725.082
727.0522
724.2118
716.7555
649.3447
601.511
705.6352
725.012
726.9794
724.1367
716.6787
649.273
601.4427
705.553
724.9254
726.8906
724.0463
716.5875
649.1888
601.3632
705.4582
724.8265
726.7899
723.9445
716.4854
649.0951
601.2754
705.3539
724.7182
726.6802
723.8342
716.3752
648.9943
601.1813
705.2426
724.6029
726.5637
723.7174
716.2588
648.8882
601.0823
705.1259
724.4823
726.4421
723.5956
716.1377
648.778
600.9798
705.0051
724.3577
726.3167
723.4702
716.0131
648.6647
600.8746
704.8812
724.2301
726.1883
723.342
715.8859
648.5491
600.7672
704.755
724.1001
726.0577
723.2116
715.7565
648.4317
600.6583
704.6269
723.9683
725.9253
723.0795
715.6256
648.313
600.5481
704.4975
723.8351
725.7916
722.9461
715.4935
648.1931
600.4369
704.367
723.7008
725.6568
722.8118
715.3604
648.0724
600.325
704.2355
723.5657
725.5212
722.6766
715.2265
647.951
600.2125
704.1034
723.4299
725.3849
722.5407
715.0919
647.829
600.0994
703.9708
723.2935
725.2481
722.4043
714.9569
647.7066
599.986
703.8376
723.1566
725.1108
722.2675
714.8214
647.5838
